prompt,summary
"Next on his checklist are wax glues to stick the feathers together. If the feathers require 469 g of wax and right now he just needs 257 g, how many grams of wax glue does he already have?","var1 = [find](total wax needed) # 469 g, var2 = [find](current wax) # 257 g, var1 = [subtract](var1, var2), [CALL] # 469 - 257 = 212 g, [return](var1) # 212 g"
"Melody made 26 cut-outs of Christmas trees with red shiny balls. If she planned to paste 4 of this to the front cover of a certain number of cards, how many cut-outs of Christmas trees will Melody have left?","var1 = [find](cut-outs) # 26, var2 = [find](cut-outs per card) # 4, var3 = [divide](var1, var2), [CALL] # 26 / 4 = 6 with a remainder of 2, var4 = [find](remainder) # 2, [return](var4) # 2"
"A pet store had sixty-eight gerbils. If they sold fourteen of them, what's the difference between the number of gerbils that they had before selling and they sold?","var1 = [find](gerbils before selling) # 68, var2 = [find](gerbils sold) # 14, var1 = [subtract](var1, var2), [CALL] # 68 - 14 = 54, [return](var1) # 54"
Baker's friend bought 137 cakes from him. If he had made 169 cakes initiallyHow many cakes would baker still have?,"var1 = [find](cakes baker made initially) # 169, var2 = [find](cakes baker friend bought) # 137, var3 = [subtract](var1, var2), [CALL] # 169 - 137 = 32, [return](var3) # 32"
"Every day Ryan spends 6 hours on learning english 7 hours on learning chinese and 3 hours on learning spanish.How many hours does he spend on learning english, chinese and spanish in all?","var1 = [find](hours spent on learning english) # 6, var2 = [find](hours spent on learning chinese) # 7, var3 = [add](var1, var2), var4 = [find](hours spent on learning spanish) # 3, var5 = [add](var3, var4), [CALL] # 6 + 7 = 13, 13 + 3 = 16, [return](var5) # 16"
If Lewis earns a total of $ 460 during 5 weeks of harvestHow much money does he earn each week?,"var1 = [find](total earned) # 460, var2 = [find](weeks worked) # 5, var3 = [divide](var1, var2), [CALL] # 460 / 5 = 92, [return](var3) # 92"
Jose has 28 chickens and 18 ducks. How many fowls does he have?,"var1 = [find](chickens) # 28, var2 = [find](ducks) # 18, var3 = [add](var1, var2), [CALL] # 28 + 18 = 46, [return](var3) # 46"
A lawn care company bought 4 lawnmower blade for $8 each. They also bought a spool of weed eater string for $7. How much money did they spend on supplies?,"var1 = [find](blades) # 4, var2 = [find](blade cost) # 8, var1 = var1 * var2, [CALL] # 4 * 8 = 32, var2 = [find](string cost) # 7, var1 = [add](var1, var2), [CALL] # 32 + 7 = 39, [return](var1) # 39"
"Sam received eighty-seven dollars for his birthday. He went to a sporting goods store and bought a baseball glove, baseball, and bat. He had twenty-three dollars left over, how much did he spent on the baseball gear ?","var1 = [find](Sam's birthday money) # 87, var2 = [find](amount left over) # 23, var2 = [subtract](var1, var2), [CALL] # 87 - 23 = 64, [return](var2) # 64"
"Jack received 3 emails in the afternoon, 5 emails in the morning and 16 emails in the evening.How many more emails did Jack receive in the morning than in the afternoon?","var1 = [find](morning emails) # 5, var2 = [find](afternoon emails) # 3, var3 = [subtract](var1, var2), [CALL] # 5 - 3 = 2, [return](var3) # 2"
During summer break 819058 kids from Lawrence county go to camp and the other 668278 kids stay home.How many more kids spent their summer break at the camp compared to those who stayed home?,"var1 = [find](kids at camp) # 819058, var2 = [find](kids stayed home) # 668278, var3 = [subtract](var1, var2), [CALL] # 819058 - 668278 = 150780, [return](var3) # 150780"
Bridget wants to win the giant stuffed panda bear. She needs a total of 75 points to get it. Bridget already scored 35 points at the penny pitch booth. She scored 18 more points on her next try. How many more points does Bridget need?,"var1 = [find](points needed) # 75, var2 = [find](Bridget's points) # 35, var3 = [add](var2, 18), [CALL] # 35 + 18 = 53, var4 = [subtract](var1, var3), [CALL] # 75 - 53 = 22, [return](var4) # 22"
"The wolves, though accustomed to cold weather, also wanted to move away from the incoming winter. If there are 43 packs of wolves living in the forest and 31 packs went away, how many wolf packs were left in the forest?","var1 = [find](wolf packs in the forest) # 43, var2 = [find](wolf packs migrated) # 31, var1 = [subtract](var1, var2), [CALL] # 43 - 31 = 12, [return](var1) # 12"
"Billy was painting a wall in his room. The total area was 8 square feet. If the wall was 2 feet wide, how tall is it?","var1 = [find](area) # 8, var2 = [find](width) # 2, var3 = [divide](var1, var2), [CALL] # 8 / 2 = 4, [return](var3) # 4"
Because of the decision Sofia asked the students to suggest specific types of food. 457 students suggested adding mashed potatoes while others suggested adding bacon to the menu. If 63 more students suggested adding mashed potatoes than those that suggested baconHow many students suggested bacon?,"var1 = [find](mashed potatoes students) # 457, var2 = [find](difference in students) # 63, var3 = [subtract](var1, var2), [CALL] # 457 - 63 = 394, [return](var3) # 394"
"Finally, they had to roam around 169 factories to make sure they are throwing their wastes properly. If their group went to 69 factories and the second went to 52, how many factories remain unchecked?","var1 = [find](total number of factories) # 169, var2 = [find](factories checked by Lizzie's group) # 69, var3 = [find](factories checked by other group) # 52, var2 = [add](var2, var3), [CALL] # 69 + 52 = 121, var1 = [subtract](var1, var2), [CALL] # 169 - 121 = 48, [return](var1) # 48"
The area of a rectangular garden is 1800 sq. ft. Find the width if its height measures 40 ft.,"var1 = [find](area) # 1800, var2 = [find](height) # 40, var3 = [divide](var1, var2) # 1800 / 40 = 45, [return](var3) # 45"
Mrs. Hilt has 40 markers. They are divided equally into 7 packages. Mrs. Hilt wants to know how many markers are in each package?,"var1 = [find](markers) # 40, var2 = [find](packages) # 7, var3 = [divide](var1, var2), [CALL] # 40 / 7 = 5.71 (rounded to 5), [return](var3) # 5"
Paco had 97 salty cookies and 34 sweet cookies. He ate 15 sweet cookies and 56 salty cookies.How many sweet cookies did Paco have left?,"var1 = [find](initial sweet cookies) # 34, var2 = [find](sweet cookies eaten) # 15, var3 = [subtract](var1, var2), [CALL] # 34 - 15 = 19, [return](var3) # 19"
"At the bird zoo, the kids were able to visit 5 different bird cages, each containing 8 different kinds of birds. How many different kinds of birds did the children see from the bird cages?","var1 = [find](number of bird cages) # 5, var2 = [find](birds per cage) # 8, var1 = [multiply](var1, var2), [CALL] # 5 * 8 = 40, [return](var1) # 40"
An industrial machine worked for 5 minutes. It can make 4 shirts a minute.How many shirts did machine make?,"var1 = [find](machine worked) #5, var2 = [find](shirts a minute) #4, var3 = [multiply](var1, var2), [CALL] # 5 * 4 = 20, [return](var3) # 20"
"Annie's friends wanted to make sure that there will be enough utensils to go around. If they already have 10 spoons and 10 forks and they bought 30 more for forks and 20 more spoons, how many utensils do they have available for the party?","var1 = [find](initial spoons) # 10, var2 = [find](spoons to be added) # 20, var1 = [add](var1, var2), [CALL] # 10 + 20 = 30, var2 = [find](initial forks) # 10, var3 = [find](forks to be added) # 30, var2 = [add](var2, var3), [CALL] # 10 + 30 = 40, var1 = [add](var1, var2), [CALL] # 30 + 40 = 70, [return](var1) # 70"
After resting they decided to go for a swim. The depth of the water is 9 times Dean's height. If Ron is 15 feet tall and Dean is 6 feet shorter than RonHow deep was the water?,"var1 = [find](Ron height) # 15, var2 = [find](Dean height difference) # 6, var3 = [sub](var1, var2), [CALL] # 15 - 6 = 9, var4 = [find](Water depth ratio) # 9, var5 = [mult](var3, var4), [CALL] # 9 * 9 = 81, [return](var5) # 81"
"There are 5 people on the Green Bay High track team. If a relay race is 150 meters long, and all 5 team members participate, how far will each team member have to run?","var1 = [find](relay race length) # 150, var2 = [find](team members) # 5, var3 = [divide](var1, var2), [CALL] # 150 / 5 = 30, [return](var3) # 30"
Mrs. Hilt bought a notebook for $1.30. She paid with nickels. How many nickels did she use to buy the notebook?,"var1 = [find](notebook cost) # 1.30, var2 = [find](value of nickel) # 0.05, var3 = [divide](var1, var2), [CALL] # 1.30 / 0.05 = 26, [return](var3) # 26"
"A waiter at 'The Greasy Spoon' restaurant had 39 customers to wait on. During the lunch rush he added another 12 customers. If 49 of the customers didn't leave him a tip, how many customers did leave a tip? ","var1 = [find](original customers) # 39, var2 = [find](added customers) # 12, var3 = [add](var1, var2), [CALL] # 39 + 12 = 51, var4 = [subtract](var3, 49), [CALL] # 51 - 49 = 2, [return](var4) # 2"
There are 10 peaches distributed equally in some baskets. If each basket has 4 red peaches and 6 green peachesHow many baskets of peaches are there?,"var1 = [find](red peaches) # 4, var2 = [find](green peaches) # 6, var3 = [add](var1, var2), var4 = [find](total peaches) # 10, var5 = [divide](var4, var3), [CALL] # 4 + 6 = 10, 10 / 10 = 1, [return](var5) # 1"
Roger was packing up his old toys. He filled eleven boxes with action figures and two boxes with old games. How many boxes did he pack total?,"var1 = [find](action figures boxes) # 11, var2 = [find](old games boxes) # 2, var1 = [add](var1, var2), [CALL] # 11 + 2 = 13, [return](var1) # 13"
Thirteen ducks are swimming in a lake. Twenty more ducks come to join them. How many ducks are swimming in the lake?,"var1 = [find](ducks swimming in lake) # 13, var2 = [find](more ducks) # 20, var3 = [add](var1, var2), [CALL] # 13 + 20 = 33, [return](var3) # 33"
Adam was painting a wall in his room. The wall was 4 feet wide and 4 feet tall. What is the area of the wall he has to paint?,"var1 = [find](width) # 4, var2 = [find](height) # 4, var3 = [multiply](var1, var2), [CALL] # 4 * 4 = 16, [return](var3) # 16"
Jack received a total of 9 emails in the day. If he received 7 emails in the morning and some more in the afternoonHow many emails did Jack receive in the afternoon?,"var1 = [find](total emails) # 9, var2 = [find](morning emails) # 7, var3 = [subtract](var1, var2), [CALL] # 9 - 7 = 2, [return](var3) # 2"
"She wants to know how many children will go trick or treating in their village. If there are 6 children on each of the 9 blocks, how many children will go trick or treating in Annie's village?","var1 = [find](children per block) # 6, var2 = [find](number of blocks) # 9, var1 = [multiply](var1, var2), [CALL] # 6 * 9 = 54, [return](var1) # 54"
Zachary did 44 push-ups and 17 crunches in gym class today. David did 29 more push-ups but 13 less crunches than zachary.How many crunches did David do?,"var1 = [find](Zachary push-ups) # 44, var2 = [find](push-up difference) # 29, var3 = [add](var1, var2), var4 = [find](Zachary crunches) # 17, var5 = [find](crunch difference) # -13, var6 = [add](var4, var5), [CALL] # 44 + 29 = 73, 17 - 13 = 4, [return](var6) # 4"
At the arcade Dave spent forty-three tickets on stuffed tiger. Then he had fifty-five left. How many tickets did Dave have to start with? ,"var1 = [find](left tickets) # 55, var2 = [find](spent tickets) # 43, var3 = [add](var1, var2), [CALL] # 55 + 43 = 98, [return](var3) # 98"
Winter is almost here and most animals are migrating to warmer countries. There are 3 bird families living near the mountain. 26 new bird families came to live near the mountain from the arctic while 2 bird families flew away further south for winter.How many bird families were left near the mountain?,"var1 = [find](bird families) #3, var2 = [add](var1, 26), [CALL] # 3 + 26 = 29, var3 = [subtract](var2, 2), [CALL] # 29 - 2 = 27, [return](var3) #27"
Gwen had ten fish and her sister had five fish. How many fish did they have total?,"var1 = [find](Gwen fish) # 10, var2 = [find](sister fish) # 5, var1 = [add](var1, var2), [CALL] # 10 + 5 = 15, [return](var1) # 15"
A farmer had 225 seeds to plant. He planted the same number of seeds each day and it took him 5 days to plant them all. How many seeds did he plant per day?,"var1 = [find](seeds) # 225, var2 = [find](days) # 5, var3 = [divide](var1, var2), [CALL] # 225 / 5 = 45, [return](var3) # 45"
Paul got a box of 253 crayons for his birthday. By the end of the school year he had either lost or given away 70 of them.How many crayons did he have left by the end of the school year?,"var1 = [find](crayons) #253, var2 = [subtract](var1, 70), [CALL] # 253 - 70 = 183, [return](var2) #183"
"Lizzie lives in a very big and polluted city. Being an advocate for the environment, she organized a cleanup drive to help reduce the pollution. They started by cleaning the rivers that flow through and around the city. If her group was able to collect 387 pounds of garbage and another group gathered 39 pounds less than Lizzie's group, how much garbage were the two groups able to gather?","var1 = [find](garbage collected by Lizzie's group) # 387, var2 = [find](garbage collected by the other group) # 387 - 39 = 348, var1 = [add](var1, var2), [CALL] # 387 + 348 = 735, [return](var1) # 735"
"There are 40 students in the school band. If the band instructor put the students into rows with 5 students in each row, how many rows could he make?","var1 = [find](total students) # 40, var2 = [find](students per row) # 5, var3 = [divide](var1, var2), [CALL] # 40 / 5 = 8, [return](var3) # 8"
"Roger had sixty-three dollars. If he spent forty-eight bucks on a new game, how many three dollar toys could he buy with the money he had left?","var1 = [find](money) # 63, var2 = [find](money spent) # 48, var1 = [subtract](var1, var2), [CALL] # 63 - 48 = 15, var2 = [find](price of toy) # 3, var3 = [divide](var1, var2), [CALL] # 15 / 3 = 5, [return](var3) # 5"
"The roller coaster at the state fair costs 6 tickets per ride. If 8 friends were going to ride the roller coaster, how many tickets would they need?","var1 = [find](friends going to ride) # 8, var2 = [find](tickets per ride) # 6, var3 = [multiply](var1, var2), [CALL] # 8 * 6 = 48, [return](var3) # 48"
Lucy went to the grocery store. She bought 2 packs of cookie and 12 packs of cake. In the end she had 56 amount of change remaining.How many packs of groceries did she buy in all?,"var1 = [find](cookie) #2, var2 = [add](var1, 12), [CALL] # 2 + 12 = 14, var3 = [divide](56, 14), [CALL] # 56 / 14 = 4, [return](var2) #14"
There were 12 people on the bus. At the next stop 4 more people got on the bus. Each bus can not have more than 36 people.How many people are there on the bus now?,"var1 = [find](people on the bus) # 12, var2 = [find](additional people) # 4, var3 = [add](var1, var2), var4 = [find](maximum people the bus can carry) # 36, if (var3 > var4), [return](var4) # 36, else, [return](var3) # 16"
"There are 757 pounds of sand to be filled into bags. If each bag has a capacity of 65 pounds, how many pounds of sand are there in the bag that is not full?","var1 = [find](sand to be filled) # 757, var2 = [find](capacity of bag) # 65, var3 = [divide](var1, var2), [CALL] # 757 / 65 = 11.71, var3 = [round_down](var3), [CALL] # round down(11.71) = 11, var4 = [multiply](var2, var3), [CALL] # 65 * 11 = 715, var5 = [subtract](var1, var4), [CALL] # 757 - 715 = 42, [return](var5) # 42"
He then went to see the oranges being harvested. He found out that they harvest 5 sacks of ripe oranges and 74 sacks of unripe oranges per day.How many more sacks of unripe oranges than ripe oranges are harvested per day?,"var1 = [find](ripe oranges harvested per day) # 5, var2 = [find](unripe oranges harvested per day) # 74, var3 = [subtract](var2, var1), [CALL] # 74 - 5 = 69, [return](var3) # 69"
"After eating at the restaurant, Mary, Nancy, and Fred decided to divide the bill evenly. Nancy did not have dessert. If each person paid 33 dollars, what was the total of the bill ?","var1 = [find](people paying) # 3, var2 = [find](amount paid by each person) # 33, var1 = [multiply](var1, var2), [CALL] # 3 * 33 = 99, [return](var1) # 99"
For a party Cody bought eleven cupcakes. After the party he had two left. How many were eaten at the party? ,"var1 = [find](total cupcakes) # 11, var2 = [find](left cupcakes) # 2, var3 = [subtract](var1, var2), [CALL] # 11 - 2 = 9, [return](var3) # 9"
"There was 1,050 ml of tea in a pot. Anna poured the tea into some cups. If there were 65 ml of tea in each cup, how many cups were filled with tea?","var1 = [find](tea in pot) # 1050, var2 = [find](tea per cup) # 65, var3 = [divide](var1, var2), [CALL] # 1050 / 65 = 16.15, var3 = [round_down](var3), [CALL] # round down(16.15) = 16, [return](var3) # 16"
Marco and his dad went strawberry picking. Marco's dad's strawberries weighed 11 pounds. If together their strawberries weighed 30 pounds.How much did Marco's strawberries weigh?,"var1 = [find](dad strawberries) # 11, var2 = [find](total strawberries) # 30, var3 = [subtract](var2, var1), [CALL] # 30 - 11 = 19, [return](var3) # 19"
We ordered 21 pizzas. Each pizza has 8 slices. How many slices of pizza are there altogether?,"var1 = [find](pizzas ordered) # 21, var2 = [find](slices per pizza) # 8, var3 = [multiply](var1, var2), [CALL] # 21 * 8 = 168, [return](var3) # 168"
A mailman gives 2 junk mails to each house in a block. If the mailman has to give 14 pieces of junk mail to each block.How many houses are there in a block?,"var1 = [find](junk mails per house) # 2, var2 = [find](junk mails per block) # 14, var3 = [divide](var2, var1), [CALL] # 14 / 2 = 7, [return](var3) # 7"
"Mrs. Hilt's favorite first grade classes are baking muffins. Mrs. Brier's class bakes 18 muffins, Mrs. MacAdams's class bakes 20 muffins, and Mrs. Flannery's class bakes 17 muffins. How many muffins does first grade bake in all?","var1 = [find](muffins baked by Mrs. Brier's class) # 18, var2 = [find](muffins baked by Mrs. MacAdams's class) # 20, var3 = [find](muffins baked by Mrs. Flannery's class) # 17, var4 = [add](var1, var2), var5 = [add](var4, var3), [CALL] # 18 + 20 + 17 = 55, [return](var5) # 55"
Tripp and Charlotte are going on a 36 mile hike. Tripp's backpack weighs 25 pounds. Charlotte's back pack weighs 7 pounds less. They hiked 9 miles the first day. How many miles do they have left?,"var1 = [find](total hike miles) # 36, var2 = [find](miles hiked 1st day) # 9, var3 = [subtract](var1, var2) # 36 - 9 = 27, [return](var3) # 27"
The ring toss game at the carnival made the same amount of money each day. In total in 5 days they earned 165 dollars.How much did they make per day?,"var1 = [find](Total earnings) # 165, var2 = [find](Days) # 5, var3 = [div](var1, var2), [CALL] # 165 / 5 = 33, [return](var3) # 33"
"Mr. Lee wants to load 134 tons of his fruits. A large truck can load 15 tons of fruits and small truck can load 7 tons. In order to use the least number of trucks and have every truck fully occupied, how many small trucks should be used?","var1 = [find](tons of fruits) # 134, var2 = [find](large truck capacity) # 15, var3 = [divide](var1, var2), [CALL] # 134 / 15 = 8.93, var3 = [round_down](var3), [CALL] # round down(8.93) = 8, var4 = [multiply](var2, var3), [CALL] # 15 * 8 = 120, var5 = [subtract](var1, var4), [CALL] # 134 - 120 = 14, var6 = [find](small truck capacity) # 7, var7 = [divide](var5, var6), [CALL] # 14 / 7 = 2, var7 = [round_up](var7), [CALL] # round up(2) = 2, [return](var7) # 2"
Because of the decision Sofia asked the students to suggest specific types of food. If 269 students suggested adding bacon 330 suggested adding mashed potatoes to the menu and 76 suggested adding tomatoesHow many more students suggested mashed potatoes than those that suggested bacon?,"var1 = [find](bacon) #269, var2 = [subtract](330, 269), [CALL] # 330 - 269 = 61, [return](var2) # 61"
Allan brought 2 balloons and Jake brought 6 balloons to the park. Allan then bought 3 more balloons at the park.How many more balloons did Jake have than Allan in the park?,"var1 = [find](balloons brought by Allan) # 2, var2 = [find](additional balloons bought by Allan) # 3, var3 = [add](var1, var2), var4 = [find](balloons brought by Jake) # 6, var5 = [subtract](var4, var3), [CALL] # 6 - (2 + 3) = 1, [return](var5) # 1"
4 birds and 46 storks were sitting on the fence. 6 more birds came to join them.How many birds are sitting on the fence?,"var1 = [find](initial birds) # 4, var2 = [find](additional birds) # 6, var3 = [add](var1, var2), [CALL] # 4 + 6 = 10, [return](var3) # 10"
"In preparation for a party, Brant is putting desserts onto platters. The chocolate cake is cut into 15 pieces and the cheesecake is cut into 6 pieces. If he wants to prepare identical platters without having any cake left over, what is the greatest number of platters he can prepare?","var1 = [find](chocolate cake pieces) # 15, var2 = [find](cheesecake pieces) # 6, var3 = [gcd](var1,var2), [CALL] # [gcd](15,6) = 3, [return](var3) # 3"
"Mrs. Hilt traveled 6, 760 miles to Japan. She read one book every 450 miles she traveled. How many books had she finished when she got to Japan?","var1 = [find](miles traveled) # 6760, var2 = [find](miles per book) # 450, var3 = [divide](var1, var2), [CALL] # 6760 / 450 = 15.0 (rounded down to 15), [return](var3) # 15"
"Debby had 873 quarters. If it costs 3 quarters for each coke from a coke machine, how many could she buy?","var1 = [find](quarters) # 873, var2 = [find](quarters per coke) # 3, var3 = [divide](var1, var2), [CALL] # 873 / 3 = 291, [return](var3) # 291"
Nell collects baseball cards. She had 304 cards. She gave some of her cards to Jeff and now has 276 cards left. How many cards did Nell give to Jeff?,"var1 = [find](Nell had cards) # 304, var2 = [find](Nell has cards left) # 276, var3 = [subtract](var1, var2), [CALL] # 304 - 276 = 28, [return](var3) # 28"
Winter is almost here and most animals are migrating to warmer countries. There are some bird families living near the mountain. 20 bird families flew away for winter while 14 bird families stayed behind.How many bird families were living near the mountain at the start?,"var1 = [find](Bird families gone) # 20, var2 = [find](Bird families stayed) # 14, var3 = [add](var1, var2), [CALL] # 20 + 14 = 34, [return](var3) # 34"
"The rest of the kids around town got 13 more eggs around the club house, 9 eggs around the park and 8 eggs in the town hall garden. If we add all the eggs that they got, how many eggs would that be?","var1 = [find](club house eggs) # 13, var2 = [find](village park eggs) # 9, var1 = [add](var1, var2), [CALL] # 13 + 9 = 22, var2 = [find](town hall garden eggs) # 8, var1 = [add](var1, var2), [CALL] # 22 + 8 = 30, [return](var1) # 30"
Laurie has 12 more marbles than Kurt. Kurt has 45 marbles less than Dennis. Dennis has 70 marbles. How many marbles does Laurie have?,"var1 = [find](Dennis marbles) # 70, var2 = [subtract](var1, 45), [CALL] # 70 - 45 = 25, var3 = [add](var2, 12), [CALL] # 25 + 12 = 37, [return](var3) # 37"
"Bobby ate twenty-six pieces of candy. Then, he ate seventeen more. How many pieces of candy did Bobby eat?","var1 = [find](ate candy) # 26, var2 = [find](more candy) # 17, var3 = [add](var1, var2), [CALL] # 26 + 17 = 43, [return](var3) # 43"
"I have 3 hundreds, 8 tens, and 3 ones. What number am I?","var1 = [find](hundreds) # 3 * 100 = 300, var2 = [find](tens) # 8 * 10 = 80, var3 = [find](ones) # 3 * 1 = 3, var4 = [add](var1, var2, var3), [CALL] # 300 + 80 + 3 = 383, [return](var4) # 383"
"After a typhoon, 2 trees in Haley's backyard died. If she had grown 12 trees initiallyHow many trees does she have left?","var1 = [find](initial trees) # 12, var2 = [find](dead trees) # 2, var3 = [subtract](var1, var2), [CALL] # 12 - 2 = 10, [return](var3) # 10"
"A chef only had 3 apples so he ordered 2 more bags. If each bag has 9 apples, how many apples does he have total?","var1 = [find](apples chef had) # 3, var2 = [find](bags ordered) # 2, var3 = [find](apples per bag) # 9, var2 = var2 * var3, [CALL] # 2 * 9 = 18, var1 = [add](var1, var2), [CALL] # 3 + 18 = 21, [return](var1) # 21"
Lisa went on a 52 km. She divided the distance traveled evenly over 4 days. How many meters did Lisa walk each day?,"var1 = [find](distance traveled by Lisa) # 52 km, var2 = [find](number of days) # 4, [return](var1/var2 * 1000) # 52 km / 4 = 13 km, 13 km * 1000 m/km = 13000 m"
"Next on his shopping list are the eggs. If he needs 222 eggs for his cake and his friend Andrew gave him 155, how many more eggs should he buy?","var1 = [find](total eggs needed) # 222, var2 = [find](current eggs) # 155, var1 = [subtract](var1, var2), [CALL] # 222 - 155 = 67, [return](var1) # 67"
Zoe was unboxing some of her old winter clothes. She found eight boxes of clothing and inside each box there were four scarves and six mittens. How many pieces of winter clothing did Zoe have total?,"var1 = [find](boxes of clothing) # 8, var2 = [find](scarves per box) # 4, var3 = [multiply](var1, var2), [CALL] # 8 * 4 = 32, var4 = [find](mittens per box) # 6, var5 = [multiply](var1, var4), [CALL] # 8 * 6 = 48, var6 = [add](var3, var5), [CALL] # 32 + 48 = 80, [return](var6) # 80"
"Haley has 63 magazines in her cabinet. She plans to send it to the recycling office in their area. If she places it in boxes which can contain 9 magazines, how many boxes will she use?","var1 = [find](magazines) # 63, var2 = [find](magazines per box) # 9, var1 = [divide](var1, var2), [CALL] # 63 / 9 = 7, [return](var1) # 7"
Alyssa has 30 books in her library. She bought several books at a yard sale over the weekend. She now has 88 books in her library. How many books did she buy at the yard sale ?,"var1 = [find](books before) # 30, var2 = [find](books after) # 88, var3 = [subtract](var2, var1) # 88 - 30 = 58, [return](var3) # 58"
"There was 1,050 ml of tea in a pot. Anna poured the tea into some cups. If there were 65 ml of tea in each cup, how much tea was left in the pot?","var1 = [find](tea in pot) # 1050, var2 = [find](tea per cup) # 65, var3 = [divide](var1, var2), [CALL] # 1050 / 65 = 16.15, var3 = [round_down](var3), [CALL] # round down(16.15) = 16, var4 = [multiply](var2, var3), [CALL] # 65 * 16 = 1040, var5 = [subtract](var1, var4), [CALL] # 1050 - 1040 = 10, [return](var5) # 10"
"Shannon, Brenda's neighbor, joined Brenda in making bracelets. She brought 48 heart-shaped stones and wanted to have 8 of this type of stone in each of the bracelet she makes. How many bracelets with heart-shaped stones can Shannon make?","var1 = [find](heart-shaped stones) # 48, var2 = [find](stones per bracelet) # 8, var1 = [divide](var1, var2), [CALL] # 48 / 8 = 6, [return](var1) # 6"
"Tom used 2 batteries on his flashlights, 15 in his toys and 2 in his controllers. What's the difference between the number of Tom's batteries on flashlights and in toys?","var1 = [find](Tom's batteries on flashlights) # 2, var2 = [find](Tom's batteries in toys) # 15, var1 = [subtract](var2, var1), [CALL] # 15 - 2 = 13, [return](var1) # 13"
A restaurant has 67 tomatoes. 32 are made into salads. Another 21 are made into pasta sauce. How many tomatoes are left?,"var1 = [find](tomatoes for salad) # 32, var2 = [find](tomatoes for sauce) # 21, var3 = [add](var1, var2), [CALL] # 32 + 21 = 53, var4 = [find](total tomatoes) # 67, var5 = [subtract](var4, var3), [CALL] # 67 - 53 = 14, [return](var5) # 14"
"Haley collected 9 cans for recycling. If she put 7 cans in one bag, how many cans did she have left?","var1 = [find](total cans) # 9, var2 = [find](cans in bag) # 7, var3 = [subtract](var1, var2), [CALL] # 9 - 7 = 2, [return](var3) # 2"
Because of the decision Sofia asked the students to suggest specific types of food. If 228 students suggested adding mashed potatoes 337 suggested adding bacon to the menu and 23 suggested adding tomatoesHow many more students suggested bacon than those that suggested tomatoes?,"var1 = [find](mashed potatoes suggested) # 228, var2 = [find](bacon suggested) # 337, var3 = [find](tomatoes suggested) # 23, var4 = [subtract](var2, var3), [CALL] # 337 - 23 = 314, [return](var4) # 314"
"Harry Hound had a terrible earache yesterday. When I peered into his ears yesterday, I found 36 frisky fleas having a party in his right ear and 85 baby fleas sleeping peacefully in his left ear. I cleaned out Harry Hound's ears. How many fleas perished?","var1 = [find](fleas in right ear) # 36, var2 = [find](fleas in left ear) # 85, var3 = [add](var1, var2), [CALL] # 36 + 85 = 121, [return](var3) # 121"
"Zoe's school sold 620 dollars in raffle tickets. If each ticket cost 4 dollars, how many tickets did they sell?","var1 = [find](dollars) # 620, var2 = [find](dollars per ticket) # 4, var3 = [divide](var1, var2), [CALL] # 620 / 4 = 155, [return](var3) # 155"
A mailman has to give 9 pieces of junk mail to each house in each block. If there are 20 houses on a blockHow many pieces of junk mail should he give in each block?,"var1 = [find](houses per block) #20, var2 = [multiply](var1, 9), [CALL] # 20 * 9 = 180, [return](var2) # 180"
"Amy had 180 video games. If she placed the games into 9 different stacks, how many games would be in each stack?","var1 = [find](video games) # 180, var2 = [find](stacks) # 9, var3 = [divide](var1, var2), [CALL] # 180 / 9 = 20, [return](var3) # 20"
In a school there are 135 girls and 214 boys. 496 more girls and 910 more boys joined the school.How many boys are there in the school now?,"var1 = [find](boys in school) #214, var2 = [add](var1, 910), [CALL] # 214 + 910 = 1124, var3 = [find](girls in school) #135, var4 = [add](var3, 496), [CALL] # 135 + 496 = 631, var5 = [add](var4, var2), [CALL] # 631 + 1124 = 1755, [return](var2) # 1124"
Mrs. Hilt had 43 cents. She bought a pencil for 20 cents and a piece of candy for 5 cents. How much money did she have left?,"var1 = [find](cost of pencil) # 20 cents, var2 = [find](cost of candy) # 5 cents, var3 = [find](money Mrs. Hilt had) # 43 cents, var4 = [subtract](var3, var1 + var2), [CALL] # 43 - (20 + 5) = 18, [return](var4) # 18 cents"
"Tom read 2 books in May, 6 in June and 10 in July. How many books did Tom read? ","var1 = [find](May books) # 2, var2 = [find](June books) # 6, var3 = [find](July books) # 10, var4 = [add](var1, var2), [CALL] # 2 + 6 = 8, var5 = [add](var4, var3), [CALL] # 8 + 10 = 18, [return](var5) # 18"
A pet store had 4 snakes. They had the snakes in cages with 2 snakes in each cage. How many cages did the pet store have?,"var1 = [find](total snakes) # 4, var2 = [find](snakes per cage) # 2, var3 = [divide](var1, var2), [CALL] # 4 / 2 = 2, [return](var3) # 2"
"Their neighbors, wanting to welcome them, also brought in some food. If one neighbor brought 75 hotdogs and another neighbor brought 25 less hotdogs than the first one, how many hotdogs were brought by the neighbors in total?","var1 = [find](hotdogs brought by 1st neighbor) # 75, var2 = [subtract](var1, 25), [CALL] # 75 - 25 = 50, var1 = [add](var1, var2), [CALL] # 75 + 50 = 125, [return](var1) # 125"
Marcia spent 300 minutes working on her science project. How many hours did she spend on her science project?,"var1 = [find](minutes) # 300, var2 = [find](minutes per hour) # 60, var3 = [divide](var1, var2), [CALL] # 300 / 60 = 5, [return](var3) # 5"
