prompt,summary
"Kiera is making trail mix out of 16 bags of nuts and 6 bags of dried fruit. She wants each new portion of trail mix to be identical, containing the same combination of bags of nuts and bags of dried fruit, with no bags left over. What is the greatest number of portions of trail mix Kiera can make?","var1 = [find](""bags of nuts"") # 16, var2 = [find](""bags of dried fruit"") # 6, var3 = [find_gcd](var1, var2) # GCD(16,6) = 2, [return](var3) # 2"
"The original price of a coat is 200 yuan, and it is sold at 0.8. What is the current price?","var1 = [find](original price of coat) #200, var2 = [find](discount rate) #0.8, var3 = [multiply](var1, var2) # 200 * 0.8 = 160, [return](var3) # 160"
Pinky the Pig bought 36 apples while Danny the Duck bought 73. How many apples do they have altogether?,"var1 = [find](Pinky apples) # 36, var2 = [find](Danny apples) # 73, var1 = [add](var1, var2) # 36 + 73 = 109, [return](var1) # 109"
"Nancy goes fishing with Joan. They catch 18 trout. If they equally split up the trout, how many will each one get?","var1 = [find](total number of trout caught) #18, var2 = [find](number of people splitting trout) #2, var3 = [divide](var1, var2) # 18 / 2 = 9, [return](var3) # 9"
Fred has 5 baseball cards. Melanie bought 3 of Fred's baseball cards. How many baseball cards does Fred have now?,"var1 = [find](number of baseball cards Fred has) #5, var2 = [find](number of baseball cards Melanie bought) #3, var3 = [subtract](var1, var2) #5 - 3 = 2, [return](var3) #2"
The school shipped 138 computers and divided them into 3 computer rooms. How many computers are placed in each computer room on average?,"var1 = [find](number of computers shipped) #138, var2 = [find](number of computer rooms) #3, var3 = [divide](var1, var2) # 138 / 3 = 46, [return](var3) # 46"
The railway from Shenyang to Beijing is 738 kilometers long. A train departs from Shenyang and travels at a speed of 41 kilometers per hour. How long does it take to reach Beijing?,"var1 = [find](distance from Shenyang to Beijing) #738, var2 = [find](speed of train) #41, var3 = [divide](var1, var2) # 738 / 41 = 18, [return](var3) # 18"
"A soccer ball is 68 yuan. Now it is on promotion, and it is sold at 0.9. What is the current price?","var1 = [find](original price of soccer ball) #68, var2 = [find](discount percentage) #0.9, var3 = [multiply](var1, var2) # 68 * 0.9 = 61.2, [return](var3) # 61.2"
Lewis saved checking on the grapevines for his last stop. He was told by one of the pickers that they fill 324 drums of grapes per day. How many drums of grapes would be filled in 9 days?,"var1 = [find](drums of grapes filled per day) #324, var2 = [find](number of days) #9, var3 = [multiply](var1, var2) # 324 * 9 = 2916, [return](var3) # 2916"
"Katie had 9 math problems for homework. If she finished 5 of them on the bus ride home, how many more did she have to do?","var1 = [find](math problems) # 9, var2 = [find](problems finished) # 5, var3 = [subtract](var1, var2) # 9 - 5 = 4, [return](var3) # 4"
"Oliver had sixteen cherries. After eating some, he had six left. What's the difference between the number of cherries that Oliver had before eating and the left after eating?","var1 = [find](Oliver's cherries before eating) # 16, var2 = [find](Oliver's cherries left after eating) # 6, var1 = [subtract](var1, var2) # 16 - 6 = 10, [return](var1) # 10"
"Michelle likes to save money every now and then so that she has money to buy the things that she wants. One day, she decided to count her savings. She opened her piggy bank and sorted out the different coins and dollar bills. If she counted a total of 20 nickels (a nickel is equivalent to 5 cents), what is the total value of money does she have in nickels?","var1 = [find](number of nickels) # 20, var2 = [find](value per nickel) # 5, var1 = [multiply](var1, var2) # 20 * 5 = 100, [return](var1) # 100"
"In 2003, someone captured a giant python weighing 447 kilograms in the Indonesian tropical forest in Asia. This giant python can be called the ""king of snake kings"". The heaviest Siberian tiger in my country weighs 350 kilograms. How much does this python weigh more than the heaviest Siberian tiger in my country?","var1 = [find](weight of giant python) #447, var2 = [find](weight of heaviest Siberian tiger in country) #350, var3 = [subtract](var1, var2) # 447 - 350 = 97, [return](var3) # 97"
Shelby had 92 pieces of candy. She gave 4 pieces each to 9 friends. How many pieces of candy does Shelby have left?,"var1 = [find](candy pieces given to friends) # 4 * 9 = 36, var2 = [find](original candy pieces) # 92, var3 = [subtract](var2, var1) # 92 - 36 = 56, [return](var3) # 56"
"He also needed some nails. If he already has 247 nails with him and he found another 144 in his toolshed, how many more nails does he need to buy if he needs a total of 500 nails?","var1 = [find](total number of nails needed) # 500, var2 = [find](number of nails Alvin has) # 247 + 144 = 391, var1 = [subtract](var1, var2) # 500 - 391 = 109, [return](var1) # 109"
Mrs. Hilt has 15 friends. She can only take 8 of her friends to the movies. How many friends can't go to the movies?,"var1 = [find](total friends) # 15, var2 = [find](friends going to the movies) # 8, var3 = [subtract](var1, var2) # 15 - 8 = 7, [return](var3) # 7"
"It took Uncle Li from a certain city to Beijing by train for 12 hours, and the speed of the train was about 145 kilometers per hour. How many kilometers is it from the city to Beijing?","var1 = [find](time taken to travel from city to Beijing) #12 hours, var2 = [find](speed of train) #145 kilometers per hour, var3 = [multiply](var1, var2) # 12 * 145 = 1740, [return](var3) # 1740"
The sum of 20 and a number is 30. What is the number?,"var1 = [find](sum) #30, var2 = [find](first number) #20, var3 = [subtract](var1, var2) # 30 - 20 = 10, [return](var3) # 10"
Lisa invited the entire third grade to her party. There are 48 students altogether. 23 of the students are boys and 25 are girls. 9 students will not be able to go to the party. How many students will be there?,"var1 = [find](students in 3rd grade) # 48, var2 = [find](students not going) # 9, var3 = [subtract](var1, var2) # 48 - 9 = 39, [return](var3) # 39"
"The first production workshop of Hongguang Machine Tool Factory has a total of 350 employees, and the ratio of male and female employees is 5:2. How many male employees are there?","var1 = [find](total number of employees) #350, var2 = [divide](var1, 7) # 350 / 7 = 50, var3 = [multiply](var2, 5) # 50 * 5 = 250, [return](var3) # 250"
There are sixty-four pigs in the barn. Some more come to join them. Now there are eighty-six pigs. How many pigs came to join them?,"var1 = [find](pigs in barn) # 64, var2 = [find](pigs joined) # 86 - 64, var3 = [subtract](86, var1) # 86 - 64 = 22, [return](var3) # 22"
"There are 18 rows of seats in Hall 2 of Xinghuo Cinema, and each row has 24 seats. How many people can it accommodate in total?","var1 = [find](number of rows) #18, var2 = [find](number of seats per row) #24, var3 = [multiply](var1, var2) # 18 * 24 = 432, [return](var3) # 432"
My mother rides a bicycle to and from get off work every day. She rides a bicycle for 12.5 hours a week (5 days). How many hours does she ride on average every day?,"var1 = [find](hours ridden per week) #12.5, var2 = [find](number of days ridden per week) #5, var3 = [divide](var1, var2) # 12.5 / 5 = 2.5, [return](var3) # 2.5"
Connie had some marbles. She gave 183 to Juan. Now she has 593 marbles left. How many did she have to start with?,"var1 = [find](marbles given to Juan) #183, var2 = [find](marbles Connie has left) #593, var3 = [add](var1, var2) # 183 + 593 = 776, [return](var3) # 776"
"Bob strikes the drums every 9 seconds and the cymbals every 12 seconds. If he just struck both at the same time, how many seconds will pass before he again strikes them at the same time?","var1 = [find](Bob strikes the drums every 9 seconds) # 9, var2 = [find](cymbals every 12 seconds) # 12, var3 = [lcm](var1,var2) # [lcm](9,12) = 36, [return](var3) # 36"
"In a building, there are 23 steps to climb to each floor. Teacher Zhang’s house is on the 7th floor. How many steps does he have to climb from the first floor to his own house?","var1 = [find](number of floors until Teacher Zhang's floor) #6, var2 = [find](number of steps per floor) #23, var3 = [multiply](var1, var2) # 6 * 23 = 138, [return](var3) # 138"
Maria stored ninety-three cloves of garlic in the kitchen. She used eighty-six for roast chicken for dinner. How many cloves of garlic does she have left?,"var1 = [find](total cloves) # 93, var2 = [find](used cloves) # 86, var3 = [subtract](var1, var2) # 93 - 86 = 7, [return](var3) # 7"
Jake read 37 pages of his new book. It has 8 chapters and 95 pages. Jake read 25 more pages later that day. How many pages has he read in all?,"var1 = [find](Pages read 1) # 37, var2 = [find](Pages read 2) # 25, var3 = [add](var1, var2) # 37 + 25 = 62, [return](var3) # 62"
"For Halloween Tom received twenty pieces of candy. If he put them into piles with five in each pile, how many piles could he make?","var1 = [find](candy pieces) # 20, var2 = [find](pieces per pile) # 5, var3 = [divide](var1, var2) # 20 / 5 = 4, [return](var3) # 4"
"Sam grew 4 watermelons, but the rabbits ate 3 watermelons. How many watermelons does Sam have left?","var1 = [find](number of watermelons Sam grew) #4, var2 = [find](number of watermelons rabbits ate) #3, var3 = [subtract](var1, var2) # 4 - 3 = 1, [return](var3) # 1"
"Xiaohong's weight is 30.5 kilograms, and her father's weight is 2.4 times that of Xiaohong's. What is her father's weight = how many kilograms?","var1 = [find](Xiaohong's weight) #30.5, var2 = [find](father's weight as multiple of Xiaohong's weight) #2.4, var3 = [multiply](var1, var2) # 30.5 * 2.4 = 73.2, [return](var3) # 73.2"
"Fangzhuang Primary School held a parade gymnastics performance. There were 512 people in total, forming 8 square teams on average. How many people are in each square team?","var1 = [find](total number of people) #512, var2 = [find](average number of square teams) #8, var3 = [divide](var1, var2) # 512 / 8 = 64, [return](var3) # 64"
Jack starts with 62 marbles. He shares 33 with Rebecca. How many marbles does Jack end with?,"var1 = [find](starting number of marbles for Jack) #62, var2 = [find](number of marbles shared with Rebecca) #33, var3 = [subtract](var1, var2) # 62 - 33 = 29, [return](var3) # 29"
"Xiaohong did 16 questions yesterday and today, and yesterday she did 10 questions. How many questions did Xiaohong do today?","var1 = [find](number of questions Xiaohong did yesterday) #10, var2 = [find](total number of questions Xiaohong did yesterday and today) #16, var3 = [subtract](var2, var1) # 16 - 10 = 6, [return](var3) # 6"
Larry starts with 91 cards. 17 are eaten by a hippopotamus. How many cards does Larry end with?,"var1 = [find](initial number of cards) #91, var2 = [find](number of cards eaten by hippopotamus) #17, var3 = [subtract](var1, var2) # 91 - 17 = 74, [return](var3) # 74"
"It's spring break at Rosewood High so Rachel and her family decided to take a trip across Europe. Since Rachel has always been fascinated by the French people, they began their tour with a visit to France. During their stay there, Rachel went to the famous Eiffel Tower. If she climbed 567 flights of stairs going up and 325 going down, what is the total number of steps that she took?","var1 = [find](up stairs) # 567, var2 = [find](down stairs) # 325, var1 = [add](var1, var2) # 567 + 325 = 892, [return](var1) # 892"
"A chess club has 3 members. If 4 new members are enrolled, how many total members are there in the chess club?","var1 = [find](original members) # 3, var2 = [find](new members) # 4, var3 = [add](var1, var2) # 3 + 4 = 7, [return](var3) # 7"
"The price of a brand A soymilk machine is 129 yuan, and the price of a brand B soymilk machine is three times that of A brand. How much is the difference between the two brands of soymilk machines?","var1 = [find](price of brand A soymilk machine) #129, var2 = [multiply](var1, 3) # 129 x 3 = 387, var3 = [subtract](var2, var1) # 387 - 129 = 258, [return](var3) # 258"
Hannah is a professional skater. She practices 8 hours every weekend. She practices 17 more hours than that during the week. How many hours does Hannah practice each week?,"var1 = [find](hours practiced on weekends) # 8, var2 = [add](var1, 17) # 8 + 17 = 25, var3 = [add](var1, var2) # 8 + 25 = 33, [return](var3) # 33"
Willy has 1400 crayons. Lucy has 290 crayons. How many more crayons does Willy have than Lucy?,"var1 = [find](number of crayons that Willy has) #1400, var2 = [find](number of crayons that Lucy has) #290, var3 = [subtract](var1, var2) # 1400 - 290 = 1110, [return](var3) # 1110"
Joan found 79 seashells on the beach. She gave Mike 63 of the seashells. How many seashells does she now have?,"var1 = [find](total number of seashells found by Joan) #79, var2 = [find](number of seashells given to Mike) #63, var3 = [subtract](var1, var2) # 79 - 63 = 16, [return](var3) # 16"
Pamela starts with 30 bottle caps. Jean takes 26 away. How many bottle caps does Pamela end with?,"var1 = [find](number of bottle caps Pamela starts with) #30, var2 = [find](number of bottle caps Jean takes away) #26, var3 = [subtract](var1, var2) # 30 - 26 = 4, [return](var3) # 4"
"There are 51 books on the first shelf, and the number of books on the second shelf is three times that of the first shelf. How much is the difference between the books on the two shelves?","var1 = [find](number of books on first shelf) # 51, var2 = [find](number of books on second shelf) # 3 * var1 # 3 * 51 = 153, var3 = [subtract](var2, var1) # 153 - 51 = 102, [return](var3) # 102"
"Aunt Zhang was named ""Top Ten Youth"" and received a bonus of 5,000 yuan. According to regulations, Aunt Zhang should pay personal income tax at a rate of 5%. How much yuan did she actually get?","var1 = [find](bonus amount) #5000, var2 = [multiply](var1, 0.05) # 5000 * 0.05 = 250, var3 = [subtract](var1, var2) # 5000 - 250 = 4750, [return](var3) # 4750"
"Betty also bought 140 shiny blue round stones. If 14 pieces of this stone is in each bracelet, how many bracelets of blue shiny round stones will there be?","var1 = [find](shiny blue round stones) # 140, var2 = [find](stones per bracelet) # 14, var1 = [divide](var1, var2) # 140 / 14 = 10, [return](var1) # 10"
A restaurant sold 8 pies every day for a week. How many pies were sold during the week?,"var1 = [find](number of pies sold per day) #8, var2 = [find](number of days in week) #7, var3 = [multiply](var1, var2) # 8 * 7 = 56, [return](var3) # 56"
"Uncle Zhang’s family planted 96 roses, chrysanthemums (3/4) of roses, and orchids (1/3) of chrysanthemums. How many orchids did his family plant?","var1 = [find](number of roses planted) #96, var2 = [multiply](var1, 3/4) # 96 * 3/4 = 72, var3 = [divide](var2, 3) # 72 / 3 = 24, [return](var3) # 24"
"The selling price of a commodity is 546 yuan, and its profit rate is 30%. Find the cost price of this garment.","var1 = [find](selling price) #546, var2 = [find](profit rate as a decimal) #0.3, var3 = [divide](var1, (var2 + 1)) # 546 / (0.3 + 1) = 420, [return](var3) # 420"
"One stamp costs $0.34. Two stamps cost $0.68. Three stamps cost $1.02. If the cost of each stamp remains the same, how much would 4 stamps cost?","var1 = [find](cost of one stamp) # 0.34, var2 = [find](number of stamps) # 4, var3 = [multiply](var1, var2) # 0.34 * 4 = 1.36, [return](var3) # 1.36"
"At a restaurant, each adult meal costs $ 7, and kids eat free. If a group of 13 people came in and 9 were kids, how much would it cost for the group to eat?","var1 = [find](number of adults) #13 - 9 = 4, var2 = [find](cost of adult meal) #7, var3 = [multiply](var1, var2) # 4 * 7 = 28, [return](var3) # 28"
"If Heather bicycled 40 kilometers at 8 kilometers per hour, how long was Heather bicycling?","var1 = [find](distance Heather bicycled) #40, var2 = [find](speed at which Heather bicycled) #8, var3 = [divide](var1, var2) # 40 / 8 = 5, [return](var3) # 5"
Adam was reading through his favorite book series. The first week he read 5 different books. The next week he read 8 books. How many books did he read total?,"var1 = [find](books read 1st week) # 5, var2 = [find](books read 2nd week) # 8, var3 = [add](var1, var2) # 5 + 8 = 13, [return](var3) # 13"
"A chemical factory produced 8,400 boxes of soap in February, and completed (1/10) of the annual plan. How many boxes of soap are planned to be produced in the whole year?","var1 = [find](number of boxes of soap produced in February) #8400, var2 = [find](fraction of annual plan completed) #(1/10), var3 = [divide](var1, var2) # 8400 / (1/10) = 84000, [return](var3) # 84000"
Joan picked 43 apples from the orchard and gave 27 apples to Melanie. How many apples does Joan have now?,"var1 = [find](number of apples picked by Joan) #43, var2 = [find](number of apples given to Melanie) #27, var3 = [subtract](var1, var2) # 43 - 27 = 16, [return](var3) # 16"
There are 22 oranges in a box. Paula takes 7 oranges. How many are left?,"var1 = [find](number of oranges in the box) #22, var2 = [find](number of oranges taken by Paula) #7, var3 = [subtract](var1, var2) # 22 - 7 = 15, [return](var3) # 15"
Jazmin is completing an art project. She has two pieces of construction paper. The first piece is 44 inches wide and the second piece is 33 inches wide. Jazmin wants to cut the paper into strips that are equal in width and are as wide as possible. How wide should Jazmin cut each strip?,"var1 = [find](44 inches paper) # 44, var2 = [find](33 inches paper) # 33, var3 = [gcd](var1,var2) # [gcd](44,33) = 11, [return](var3) # 11"
Jack received 8 emails in the morning and 2 emails in the afternoon. How many emails did Jack receive in the day?,"var1 = [find](morning emails) # 8, var2 = [find](afternoon emails) # 2, var3 = [add](var1, var2) # 8 + 2 = 10, [return](var3) # 10"
"Haley collected 9 cans for recycling. If she put 7 cans in one bag, what's the difference between the number of recycling cans that Haley collected and put in the bag?","var1 = [find](Haley's collected cans) # 9, var2 = [find](cans put in the bag) # 7, var1 = [subtract](var1, var2) # 9 - 7 = 2, [return](var1) # 2"
"If the group was able to make 65 recycled materials from what they gathered and the teachers were able to make 28, how many recycled products will they be able to sell at the fair?","var1 = [find](group recycled materials) # 65, var2 = [find](teacher recycled materials) # 28, var1 = [add](var1, var2) # 65 + 28 = 93, [return](var1) # 93"
Xiaodong’s home is 490 meters away from school. He walks to school for about 8 minutes every day. How many meters does he walk per minute?,"var1 = [find](distance from home to school) #490, var2 = [find](walking time to school) #8, var3 = [divide](var1, var2) # 490 / 8 = 61.25, [return](var3) # 61.25"
"Wang Jun bought a book and a pen. The price of the book is 4 yuan, which is 2/5 of the pen. How much is the price of the pen?","var1 = [find](price of book) #4, var2 = [find](fraction of pen's price compared to book) #2/5, var3 = [divide](var1, var2) # 4 / (2/5) = 10, [return](var3) # 10"
"Uncle Wang took the express train from Kunming to Wuhan in 14 hours, and the express train traveled 162 kilometers in one hour. How many kilometers is it from Kunming to Wuhan?","var1 = [find](total time taken) #14, var2 = [find](distance travelled in one hour) #162, var3 = [multiply](var1, var2) # 14 * 162 = 2268, [return](var3) # 2268"
"Shiela has 6 neighbors who like to collect animal drawings. Shiela drew 54 animals on small pieces of paper. If she plans to give the same number of animal drawings to her neighbors, how many will each of them receive?","var1 = [find](number of Shiela's neighbors who collect animal drawings) #6, var2 = [find](number of animal drawings Shiela made) #54, var3 = [divide](var2, var1) # 54 / 6 = 9, [return](var3) # 9"
"The height of the sika deer is 1.46 meters, and the height of the giraffe is 2.5 times the height of the sika deer, which is 0.98 meters more. How much is the height of the giraffe?","var1 = [find](height of sika deer) #1.46, var2 = [multiply](var1, 2.5) # 1.46 * 2.5 = 3.65, var3 = [add](var2, 0.98) # 3.65 + 0.98 = 4.63, [return](var3) # 4.63"
A book has 180 pages in total. Xiaolin read 30% of the book on the first day and 46 pages on the second day. How many pages did he read in total in two days?,"var1 = [find](total number of pages in book) #180, var2 = multiplication(var1, 0.3) # 180 * 0.3 = 54, var3 = [find](number of pages read on second day) #46, var4 = [add](var2, var3) # 54 + 46 = 100, [return](var4) # 100"
"Rob also matched the London Eye which stands at 443 ft and Las Vegas' High Roller standing at 550 ft. Being the tallest Ferris wheel in the world, how much taller is High Roller than the London Eye?","var1 = [find](height of High Roller) # 550 ft, var2 = [find](height of London Eye) # 443 ft, var1 = [subtract](var1, var2) # 550 - 443 = 107 ft, [return](var1) # 107 ft"
"There are 120 pear trees in the orchard, the number of peach trees is 4/5 of that of pear trees, and the number of apple trees is 2/3 of that of peach trees. How many apple trees are there?","var1 = [find](number of pear trees) #120, var2 = [multiply](var1, 4/5) # 120 * 4/5 = 96, var3 = [multiply](var2, 2/3) # 96 * 2/3 = 64, [return](var3) # 64"
Lele's walking speed is 54 meters per minute. The distance from his home to school is about 918 meters. How many minutes does it take him to go to school?,"var1 = [find](Lele's walking speed) #54, var2 = [find](distance from home to school) #918, var3 = [divide](var2, var1) # 918 / 54 = 17, [return](var3) # 17"
"There are 60 male workers in the first workshop of the machinery factory, and the number of female workers is 6 more than the number of male workers (3/4). How many people are there in this workshop?","var1 = [find](number of male workers) #60, var2 = [multiply](var1, 3/4) # 60 * 3/4 = 45, var3 = [add](var1, var2 + 6) # 60 + (45 + 6) = 111, [return](var3) # 111"
Christine has 11 stickers on her good helper chart. She needs 30 stickers to get a prize. How many more stickers does Christine need?,"var1 = [find](good helper chart stickers) # 11, var2 = [find](stickers needed) # 30, var3 = [subtract](var2, var1) # 30 - 11 = 19, [return](var3) # 19"
"The construction team is going to dig a canal, and they have already dug 35.4 meters. The undug is 6.6 meters longer than the dug. How long is this canal in meters?","var1 = [find](length of dug canal) #35.4, var2 = [find](length of undug canal) # var1 + 6.6, var3 = [add](var1, var2) # 35.4 + (35.4 + 6.6) = 77.4, [return](var3) # 77.4"
"9 of Hayley's closest friends like stickers. If she plans to give all of them an equal number of stickers, how many will each receive if she has 72 stickers?","var1 = [find](number of Hayley's friends) # 9, var2 = [find](number of stickers) # 72, var3 = [divide](var2, var1) # 72 / 9 = 8, [return](var3) # 8"
Jason had Pokemon cards. He gave 9 Pokemon cards to his friends. He now has 4 Pokemon cards left. How many Pokemon cards did he have to start with?,"var1 = [find](number of cards after giving away) #4, var2 = [find](number of cards given away) #9, var3 = [add](var1, var2) # 4 + 9 = 13, [return](var3) # 13"
My mother bought a set of sportswear for 164 yuan and a pair of sports shoes for 59 yuan. How much should I pay in total?,"var1 = [find](cost of sportswear) #164, var2 = [find](cost of sports shoes) #59, var3 = [add](var1, var2) # 164 + 59 = 223, [return](var3) # 223"
"The grain store shipped 380 kilograms of flour, and the rice shipped was 20 kilograms more than double the amount of flour. How many kilograms of rice was shipped?","var1 = [find](amount of flour shipped) #380, var2 = [multiply](2, var1) # 2 * 380 = 760, var3 = [add](20, var2) # 20 + 760 = 780, [return](var3) # 780"
"A pair of leather shoes is sold at 0.9, and the customer can spend 20 yuan less than the original price. How much is the original price of this kind of leather shoes?","var1 = [find](discount percentage) #0.9, var2 = [find](original price - discount) #20, var3 = [divide](var2, [subtract](1, var1)) # (20 / 0.1) = 200, [return](var3) # 200"
"There are 180 girls in a certain school, accounting for 40% of the total number of students in the school. How many students are there in the school?","var1 = [find](number of girls) #180, var2 = [find](percentage of girls) #40%, var3 = [divide](var1, var2) # 180 / 0.4 = 450, [return](var3) # 450"
"There are 80 people in the school chorus team, and the number of people in the technology group is 4 more than that of the chorus team (2/5). How many people are there in the technology group?","var1 = [find](number of people in chorus team) #80, var2 = [multiply](var1, 2/5) # 80 * 2/5 = 32, var3 = [add](var2, 4) # 32 + 4 = 36, [return](var3) # 36"
There are 4 squirrels in a tree with 2 nuts. What's the difference of the number of squirrels and nuts over there?,"var1 = [find](squirrels) # 4, var2 = [find](nuts) # 2, var1 = [subtract](var1, var2) # 4 - 2 = 2, [return](var1) # 2"
"There are 107 students in the sixth grade of Yucai Primary School, accounting for 1/5 of the total number of students in the school. How many students are there in the whole school?","var1 = [find](number of students in sixth grade) #107, var2 = [find](fraction of students in sixth grade) #1/5, var3 = [divide](var1, var2) # 107 / (1/5) = 535, [return](var3) # 535"
There were 58 geese and 37 ducks in the marsh. How many birds were there in all?,"var1 = [find](number of geese) #58, var2 = [find](number of ducks) #37, var3 = [add](var1, var2) # 58 + 37 = 95, [return](var3) # 95"
A willow tree is planted every 20 meters along a circle of a fish pond with a circumference of 800 meters. How many willow trees are planted in total?,"var1 = [find](circumference of the fish pond) # 800, var2 = [find](distance between each willow tree) # 20, var3 = [divide](var1, var2) # 800 / 20 = 40, [return](var3) # 40"
"There are 300 kilograms of apples in the fruit shop. The mass of pears is 4/5 of that of apples, and the mass of pears is 6/7 of that of peaches. How many kilograms of peaches are there?","var1 = [find](mass of apples) #300, var2 = [multiply](var1, 4/5) # 300 * 4/5 = 240, var3 = [divide](var2, 6/7) # 240 / 6/7 = 280, [return](var3) # 280"
"He then classified some of the rocks into igneous, metamorphic and sedimentary. If each classification has 246 samples each, how many rocks does he have in all?","var1 = [find](samples per classification) # 246, var2 = [find](number of classifications) # 3, var1 = [multiply](var1, var2) # 246 * 3 = 738, [return](var1) # 738"
"In a math competition, Xiaohua got (5/6) out of 18 questions right. How many questions did Xiaohua get right?","var1 = [find](total number of questions) #18, var2 = [find](fraction of questions Xiaohua got right) #(5/6), var3 = [multiply](var1, var2) # 18 * (5/6) = 15, [return](var3) # 15"
James has 1222 balloons. Amy has 513 balloons. How many more balloons does James have than Amy?,"var1 = [find](James balloons) # 1222, var2 = [find](Amy balloons) # 513, var3 = [subtract](var1, var2) # 1222 - 513 = 709, [return](var3) # 709"
A pet supply store has 600 bags of dog food and 327 bags of cat food. How many more bags of dog food are there than cat food?,"var1 = [find](dog food bags) # 600, var2 = [find](cat food bags) # 327, var3 = [subtract](var1, var2) # 600 - 327 = 273, [return](var3) # 273"
"At the first day back in school, her parents bought her different colored pens. If her parents bought her 56 pens and she gave 22 of those to her friends, how many pens were left for her to use?","var1 = [find](number of pens Wendy received) # 56, var2 = [find](pens given away by Wendy) # 22, var1 = [subtract](var1, var2) # 56 - 22 = 34, [return](var1) # 34"
Lino picked up 292 shells at the seashore in the morning and 324 shells in the afternoon. How many shells did he pick up in all?,"var1 = [find](number of shells picked up in the morning) #292, var2 = [find](number of shells picked up in the afternoon) #324, var3 = [add](var1, var2) # 292 + 324 = 616, [return](var3) # 616"
"The students walked 885 meters up the mountain, and the way down the mountain was 180 meters longer than the way up the mountain. How many meters does it take to go downhill?","var1 = [find](distance walked up) # 885, var2 = [find](extra distance downhill) # 180, var3 = [add](var1, var2) # 885+180 = 1065, [return](var3) # 1065"
"To hold the school celebration, Class 6 (2) has to make 180 small flags. (5/6) has been done. How many flags have you made?","var1 = [find](total number of small flags needed) #180, var2 = [find](fraction of small flags already made) #(5/6), var3 = [multiply](var1, var2) # 180 * (5/6) = 150, [return](var3) # 150"
"Their next opponent was the Green Team. If their final score is 68 points and they led by 29 points, what is Green Team's final score?","var1 = [find](points scored by Blue Team) # 68, var2 = [find](difference in points) # 29, var1 = [subtract](var1, var2) # 68 - 29 = 39, [return](var1) # 39"
"An engineering team built a road, which has already repaired 1/3 of the total length, and there are 400 meters left to be repaired. How many meters is the total length of this road?","var1 = [find](amount of road already repaired) #1/3, var2 = [find](remaining road to be repaired) #400, var3 = [divide](var2, (1-var1)) # 400 / (1 - 1/3) = 600, [return](var3) # 600"
"Xiao Ming walked 800 steps from home to school, and each step was 0.45 meters long. How far is it from Xiao Ming's house to school?","var1 = [find](number of steps taken) #800, var2 = [find](length of each step) #0.45, var3 = [multiply](var1, var2) # 800 * 0.45 = 360, [return](var3) # 360"
"The students participated in the interest group activities. There were 24 people participating in the small reporter group, and the number of people participating in the basketball team was more than that of the small reporter group (1/4). How many students are there in the basketball team?","var1 = [find](number of people in small reporter group) #24, var2 = [find](ratio of basketball team to small reporter group) #1/4, var3 = [multiply](var1, var2 + 1) # 24 * (1/4 + 1) = 30, [return](var3) # 30"
"Mr. Li is a reviewer for a magazine, and the review fee is 250 yuan. For this reason, she needs to pay personal income tax at a tax rate of 3%. How much personal income tax should she pay?","var1 = [find](review fee) #250, var2 = [find](tax rate) #3%, var3 = [multiply](var1, var2) # (250 * 3) / 100 = 7.5, [return](var3) #7.5"
"Isha's pencil is 12 cubes long. If she gets another pencil that is 12 cubes long, how many cubes long are both pencils?","var1 = [find](length of Isha's pencil) #12, var2 = [find](length of new pencil) #12, var3 = [add](var1, var2) # 12 + 12 = 24, [return](var3) # 24"
"Heather enjoys bird-watching and observed two types of birds traveling this season: ducks and seagulls. While the ducks traveled in flocks of 18, the seagulls traveled in flocks of 10. If Heather observed the same total number of ducks and seagulls, what is the smallest number of ducks that she could have observed?","var1 = [find](ducks flock) # 18, var2 = [find](seagulls flock) # 10, var3 = [lcm](var1, var2) # [lcm](18, 10) = 90, [return](var3) # 90"
"There are 720 scientific books in the library, the number of comic books is (2/3) of scientific books, and the number of story books is comic books (8/5). How many story books are there?","var1 = [find](number of scientific books) #720, var2 = [multiply](var1, 2/3) # 720 * 2/3 = 480, var3 = [multiply](var2, 8/5) # 480 * 8/5 = 768, [return](var3) # 768"
"Annie also planned the time she would spend going around the 9 blocks in her village. If she plans on spending just 8 minutes on each block, how much time would it take for her to finish trick or treating?","var1 = [find](time spent per block) # 8, var2 = [find](number of blocks) # 9, var1 = [multiply](var1, var2) # 8 * 9 = 72, [return](var1) # 72"
"A trash can is placed every 10 meters on the road around the lake, and there are 30 trash cans in total. How long is it around the lake?","var1 = [find](total number of trash cans) #30, var2 = [find](distance between each trash can) #10, var3 = [multiply](var1, var2) # 30 * 10 = 300, [return](var3) # 300"
How many cookies would you have if you had 37 bags of cookies with 19 cookies in each bag?,"var1 = [find](number of bags of cookies) #37, var2 = [find](number of cookies in each bag) #19, var3 = [multiply](var1, var2) # 37 * 19 = 703, [return](var3) # 703"
A worker at a medical lab is studying blood samples. Two samples contained a total of 7341 blood cells. The first sample contained 4221 blood cells. How many blood cells were in the second sample?,"var1 = [find](total number of blood cells in two samples) #7341, var2 = [find](number of blood cells in the first sample) #4221, var3 = [subtract](var1, var2) # 7341 - 4221 = 3120, [return](var3) # 3120"
