Unnamed: 0,prompt,summary
2307,Josh avait 16 billes dans sa collection. Il a perdu 7 billes. Combien de billes a-t-il maintenant ?,"var1 = trouver(billes de Josh) # 16, var2 = trouver(billes perdues) # 7, var3 = soustraire(var1, var2), APPEL # 16 - 7 = 9, retour(var3) # 9"
1575,Je vois 105 chiots. Combien d'oreilles ont-ils ?,"var1 = trouver(chiots) # 105, var2 = multiplier(var1, 2), APPEL # 105 * 2 = 210, retour(var2) # 210"
1826,"La classe de Penny se rend à Animaland, le plus grand zoo du monde, pour leur sortie scientifique. Le zoo a une variété d'animaux sauvages en captivité. Leur première destination était la volière. La volière présente 3 espèces d'aigles ce jour-là. Ils ont 20 pygargues à tête blanche, 15 aigles harpies et 30 aigles couronnés. Combien d'aigles sont exposés ce jour-là ?","var1 = find(Bald Eagles) # 20, var2 = find(Harpy Eagles) # 15, var1 = add(var1, var2), CALL # 20 + 15 = 35, var2 = find(Crowned Eagles) # 30, var1 = add (var1, var2), APPEL # 35 + 30 = 65, retour (var1) # 65"
1976,Beth a 106 crayons. Elle en donne 54 à Jen. Combien de crayons reste-t-il à Beth ?,"var1 = find(crayons de Beth) # 106, var2 = find(crayons donnés) # 54, var1 = subtract(var1, var2), CALL # 106 - 54 = 52, return(var1) # 52"
1792,"Au premier jour de rentrée, ses parents lui ont acheté des stylos de différentes couleurs. Si ses parents lui ont acheté 56 stylos et qu'elle en a donné 22 à ses amis, combien de stylos lui restait-il à utiliser ?","var1 = find(nombre de stylos Wendy reçus) # 56, var2 = find(stylos donnés par Wendy) # 22, var1 = subtract(var1, var2), CALL # 56 - 22 = 34, return(var1) # 34"
311,5 cigognes et 3 oiseaux étaient assis sur la clôture. 4 autres oiseaux sont venus les rejoindre. Combien d'oiseaux de plus que de cigognes sont assis sur la clôture ?,"var1 = trouver(cigognes) # 5, var2 = trouver(oiseaux) # 3, var3 = ajouter(var2, 4), var4 = soustraire(var3, var1), CALL # 3 + 4 = 7, 7 - 5 = 2, retour(var4) # 2"
351,La sauterelle et la grenouille ont fait un concours de sauts. La sauterelle a sauté de 35 pouces. La sauterelle a sauté 4 pouces plus loin que la grenouille. Combien ont-elles sauté en tout ?,"var1 = trouver (saut de sauterelle) # 35, var2 = trouver (différence de saut) # 4, var3 = soustraire (var1, var2), var4 = ajouter (var1, var3), CALL # 35 - 4 = 31, 35 + 31 = 66, retour(var4) # 66"
548,"Dave avait 15 applications et 24 fichiers sur son téléphone. Après avoir supprimé certaines applications et fichiers, il lui restait 21 applications et 4 fichiers. Combien d'applications de plus que de fichiers lui reste-t-il sur le téléphone ?","var1 = trouver (applications avant suppression) # 15, var2 = trouver (fichiers avant suppression) # 24, var3 = ajouter (var1, var2), var4 = trouver (applications restantes) # 21, var5 = trouver (fichiers restants) # 4 , var6 = ajouter(var4, var5), var7 = soustraire(var3, var6), var8 = soustraire(var4, var5), APPEL # (15 + 24) - (21 + 4) = 39 - 25 = 14, retour( var8) # 17"
306,Vous avez 104 dollars. Combien de packs de DVD pouvez-vous acheter si chaque pack coûte 26 dollars ?,"var1 = trouver(dollars) # 104, var2 = diviser(var1, 26), APPEL # 104 / 26 = 4, retourner(var2) # 4"
287,Melissa a marqué un total de 21 points en jouant certains matchs. Est-ce qu'elle a marqué 7 points à chaque match. Combien de matchs a-t-elle joué ?,"var1 = trouver(points totaux) # 21, var2 = trouver(points par partie) # 7, var3 = diviser(var1, var2), APPEL # 21 / 7 = 3, retour(var3) # 3"
685,"Lewis gagne un total de 1216 $ lors de la récolte. S'il gagne 16 $ chaque semaine, combien de semaines a duré la récolte ?","var1 = find(Gains totaux) # 1216, var2 = find(Gains hebdomadaires) # 16, var3 = div(var1, var2), CALL # 1216 / 16 = 76, return(var3) # 76"
792,Un clown avait seize ballons. Il en a offert quatre lors d'une fête. Combien de ballons a-t-il encore ?,"var1 = trouver (total ballons) # 16, var2 = trouver (ballons donnés) # 4, var3 = soustraire (var1, var2), APPEL # 16 - 4 = 12, retour (var3) # 12"
1710,Il y avait 58 oies et 37 canards dans le marais. Combien y avait-il d'oiseaux en tout ?,"var1 = find(oies dans le marais) # 58, var2 = find(canards dans le marais) # 37, var3 = add(var1, var2), CALL # 58 + 37 = 95, return(var3) # 95"
1295,"Amy avait 26 fichiers musicaux et 36 fichiers vidéo sur sa clé USB. Si elle a supprimé 48 des fichiers, combien de fichiers restaient sur sa clé USB ?","var1 = find(music files) # 26, var2 = find(video files) # 36, var3 = add(var1, var2), CALL # 26 + 36 = 62, var4 = subtract(var3, 48), CALL # 62 - 48 = 14, retour(var4) # 14"
1395,"La vieille machine à laver de Haley ne pouvait laver que sept vêtements à la fois. Si elle devait laver deux chemises et trente-trois pulls, combien de brassées devrait-elle faire ?","var1 = find(chemises) # 2, var2 = find(pulls) # 33, var1 = add(var1, var2), CALL # 2 + 33 = 35, var2 = find(vêtements par brassée) # 7, var3 = diviser( var1, var2), APPEL # 35 / 7 = 5, retour(var3) # 5"
915,La recette du ragoût d'Anna demande 3 kg de carottes et 6 kg de pommes de terre. La recette du ragoût de Richard nécessite 4 kilogrammes de carottes et 5 kilogrammes de pommes de terre. Quelle recette a un rapport plus élevé de carottes aux pommes de terre ?,"var1 = find(""ratio carottes/pommes de terre dans la recette d'Anna"") # 3/6, var2 = find(""ratio carottes/pommes de terre dans la recette de Richard"") # 4/5, var1 = compare(var1, var2), CALL # 3 /6 < 4/5, retour(var1) # Richard"
650,"Après avoir fait des tartes, le chef avait encore 2 pommes. Au départ, il avait 43 pommes. Combien de pommes a-t-il utilisé ?","total_apples = find(total apples) # 43, resting_apples = find(remaining apples) # 2, used_apples = subtract(total_apples, resting_apples), CALL # 43 - 2 = 41, return(used_apples) # 41"
859,"Il y avait neuf sortes de sandwichs au menu. Malheureusement, cinq d'entre eux étaient épuisés, combien de types de sandwichs proposent-ils actuellement ?","var1 = trouver(total sandwichs) # 9, var2 = trouver(sandwichs épuisés) # 5, var3 = soustraire(var1, var2), CALL # 9 - 5 = 4, return(var3) # 4"
695,Adam a 5 pommes de plus que Jackie. Jackie a 89 oranges et 11 pommes. Combien de pommes Adam a-t-il ?,"var1 = find(Jackie apples) # 11, var2 = find(Pommes différence) # 5, var3 = add(var1, var2) # 11 + 5 = 16, return(var3) # 16"
1195,"Amy a préparé cinquante cupcakes pour la vente de pâtisseries de son école. Si son frère, Todd, en a mangé cinq, combien de paquets pourrait-elle faire si elle mettait cinq cupcakes dans chaque paquet ?","var1 = trouver(cupcakes cuits) # 50, var2 = trouver(cupcakes mangés) # 5, var1 = soustraire(var1, var2), CALL # 50 - 5 = 45, var2 = trouver(cupcakes par paquet) # 5, var3 = diviser(var1, var2), APPEL # 45 / 5 = 9, retour(var3) # 9"
1056,Peter's Party Zone vend des tasses en paquets de 6 et des assiettes en paquets de 8. Shaniya organise une fête d'anniversaire pour sa petite sœur et souhaite avoir le même nombre de chaque article. Quel est le nombre minimal de paquets d'assiettes que Shaniya doit acheter ?,"var1 = find(tasses) # 6, var2 = find(assiettes) # 8, var3 = lcm(var1,var2), CALL # lcm(6,8) = 24, return(var3) # 24"
13,"Dans une école, il y a 732 filles et 761 garçons. 682 filles et 8 garçons de plus ont rejoint l'école. Combien y a-t-il de filles à l'école maintenant ?","var1 = trouver(filles) #732, var2 = trouver(filles jointes) #682, var1 = ajouter(var1, var2), APPEL # 732 + 682 = 1414, var3 = trouver(garçons) #761, var4 = trouver(garçons joint) #8, var3 = add(var3, var4), CALL # 761 + 8 = 769, var5 = add(var1, var3), CALL # 1414 + 769 = 2183, return(var1) # 1414"
1288,Les têtes de citron viennent en paquets de 5. Ann a mangé 78 têtes de citron. Combien lui reste-t-il de Lemon Heads ?,"var1 = find(""Lemon Heads"") # 78, var2 = find(""package size"") # 5, var3 = mod(var1, var2) # 78 % 5 = 3, return(var3) # 3"
514,Adam pouvait placer 11 figurines articulées sur chaque étagère de sa chambre. Sa chambre a 4 étagères et 40 armoires. Combien de figurines au total ses étagères pourraient-elles contenir ?,"var1 = trouver(figurines par étagère) # 11, var2 = trouver(étagères dans la pièce) # 4, var3 = multiplier(var1, var2), var4 = trouver(armoires dans la pièce) # 40, var5 = soustraire(var3, var4 ), APPEL # 11 * 4 = 44, retour (var5) # 44"
409,"2 enfants montaient dans le bus. À l'arrêt de bus, d'autres enfants sont montés dans le bus. Ensuite, il y avait 10 enfants en tout dans le bus. Combien y a-t-il d'enfants de plus dans le bus maintenant qu'il n'y en avait avant l'arrêt de bus ?","var1 = trouver(nombre total d'enfants dans le bus) # 10, var2 = trouver(nombre d'enfants avant l'arrêt de bus) # 2, var3 = soustraire(var1, var2), APPEL # 10 - 2 = 8, retour(var3) # 8"
2242,5 bateaux sont dans le lac. Chaque bateau a 3 personnes. Combien de personnes sont sur des bateaux dans le lac ?,"var1 = trouver(bateaux) # 5, var2 = trouver(personnes par bateau) # 3, var1 = multiplier(var1, var2), APPEL # 5 * 3 = 15, retour(var1) # 15"
313,Frank lisait son livre préféré. Le livre avait 555 pages également réparties sur 5 chapitres. Il a fallu 220 jours à Frank pour terminer le livre. Combien de pages y a-t-il dans chaque chapitre ?,"var1 = trouver(pages du livre) # 555, var2 = trouver(chapitres) # 5, var3 = diviser(var1, var2), APPEL # 555 / 5 = 111, retour(var3) # 111"
1720,"Ses amis viennent le lendemain, alors elle a également acheté des rafraîchissements. S'il lui reste 50,00 $ de l'argent qu'elle avait après avoir acheté des biscuits et qu'il lui reste 69,00 $ avant, combien a-t-elle dépensé en jus ?","var1 = trouver(montant total avant d'acheter des rafraîchissements) # 69, var2 = trouver(montant restant après l'achat de rafraîchissements) # 50, var1 = soustraire(var1, var2), APPEL # 69 - 50 = 19, retour(var1) # 19"
2172,"Joe, l'un des meilleurs chasseurs d'œufs de Pâques, a trouvé 12 œufs autour du club house, 5 œufs autour du parc et 3 œufs dans le jardin de la mairie. Combien d'œufs Joe a-t-il trouvés ?","var1 = trouver(oeufs du club house) # 12, var2 = trouver(oeufs du parc du village) # 5, var1 = ajouter(var1, var2), APPEL # 12 + 5 = 17, var2 = trouver(oeufs du jardin de la mairie) # 3 , var1 = add(var1, var2), CALL # 17 + 3 = 20, return(var1) # 20"
611,"La semaine dernière, Fred avait 33 dollars et Jason avait 95 dollars. Au cours du week-end, Fred a livré des journaux pour 16 dollars et lavé des voitures pour 74 dollars. Combien d'argent Fred a-t-il gagné pendant le week-end ?","var1 = find(argent gagné en livrant des journaux) # 16, var2 = find(argent gagné en lavant des voitures) # 74, var3 = add(var1, var2), CALL # 16 + 74 = 90, return(var3) # 90"
2336,"Jasmine et sa mère sont allées à l'épicerie pour acheter de la nourriture. Sa mère lui a donné 100,00 $ à dépenser. Comme elle adore les fruits, elle est d'abord allée au rayon fruits. Là, elle a acheté des pommes et des oranges d'une valeur de 15,00 $. Sur les 100,00 $ initialement donnés par sa mère, combien d'argent lui restait-il à dépenser ?","var1 = trouver(montant total donné par maman) # 100, var2 = trouver(montant dépensé pour les pommes et les oranges) # 15, var1 = soustraire(var1, var2), APPEL # 100 - 15 = 85, retour(var1) # 85"
736,"Dans une animalerie, le ratio chats/chiens vendus était de 2:1. S'il y avait 16 chats qui ont été vendus, combien de chiens ont été vendus ?","var1 = find(chats vendus) # 16, var2 = diviser(var1, 2), CALL # 16 / 2 = 8, return(var2) # 8"
382,"Il y avait 73 parents, 724 élèves et 744 enseignants dans le programme. Combien de personnes étaient présentes dans le programme ?","var1 = trouver(parents) # 73, var2 = trouver(élèves) # 724, var3 = trouver(enseignants) # 744, var4 = ajouter(var1, var2), var5 = ajouter(var4, var3), APPEL # 73 + 724 + 744 = 1541, retour(var5) # 1541"
2212,Karen a 252 marqueurs. Sa mère lui donne 34 autres marqueurs. Karen perd 11 marqueurs. Combien de marqueurs a-t-elle maintenant ?,"var1 = trouver (Karen a des marqueurs) # 252, var2 = trouver (marqueurs de la mère) # 34, var3 = trouver (marqueurs que Karen perd) # 11, var4 = ajouter (var1, var2), var5 = soustraire (var4, var3) , APPEL # (252 + 34) - 11 = 286 - 11 = 275, retour (var5) # 275"
1487,Il y avait 22 balles de foin dans la grange. Keith a empilé plus de balles dans la grange aujourd'hui. Il y a maintenant 89 balles de foin dans la grange. Combien de balles a-t-il stockées dans la grange ?,"var1 = trouver(balles avant) # 22, var2 = trouver(balles après) # 89, var3 = soustraire(var2, var1) # 89 - 22 = 67, retour(var3) # 67"
1480,"Adam a mis dix-huit articles dans le panier. Après en avoir supprimé quelques-uns, il en restait huit. Combien d'éléments Adam a-t-il supprimés ?","var1 = find(total items) # 18, var2 = find(left items) # 8, var3 = subtract(var1, var2), CALL # 18 - 8 = 10, return(var3) # 10"
705,Julia a joué avec 13 enfants le lundi et 10 enfants le mardi. Elle a joué aux cartes avec 15 enfants le mercredi. Avec combien d'enfants a-t-elle joué en tout ?,"var1 = find(Monday kids) # 13, var2 = find(Tuesday kids) # 10, var3 = add(var1, var2), CALL # 13 + 10 = 23, var4 = find(Wednesday kids) # 15, var5 = add (var3, var4), APPEL # 23 + 15 = 38, retour (var5) # 38"
839,"Dans un restaurant, le rapport entre les repas pour enfants vendus et les repas pour adultes vendus était de 2:1. Si 8 repas pour enfants ont été vendus, quelle est la quantité combinée de repas pour enfants et pour adultes vendus ?","var1 = trouver (repas enfants) # 8, var2 = diviser (var1, 2), var3 = multiplier (var2, 2 + 1), APPEL # (8 / 2) * (2 + 1) = 12, retour (var3) # 12"
263,"À l'arcade, Dave avait gagné des billets. Il a utilisé 12 billets pour acheter des jouets. S'il lui reste encore 14 billets, combien de billets Dave a-t-il gagnés à l'arcade ?","var1 = find(tickets left) # 14, var2 = find(tickets used) # 12, var3 = add(var1, var2), CALL # 14 + 12 = 26, return(var3) # 26"
2163,"Pour le match de championnat, ils ont affronté la puissante équipe rouge. Voulant se racheter, Chuck et ses coéquipiers ont fait de leur mieux et ont tout donné. À la fin, ils ont gagné le match avec le score final de 95. Si l'équipe rouge a marqué 76 points, quelle était la différence entre leurs scores ?","var1 = find(points marqués par Blue Team) # 95, var2 = find(points marqués par Red Team) # 76, var1 = subtract(var1, var2), CALL # 95 - 76 = 19, return(var1) # 19"
1561,"Harry marcha le long de la plage et ramassa 34 étoiles de mer, 21 coquillages et 29 escargots. Il a perdu certains des objets et il lui restait 59 objets à la fin de sa promenade. Combien de créatures marines a-t-il perdues en tout ?","var1 = trouver(étoiles de mer) # 34, var2 = trouver(coquillages) # 21, var3 = ajouter(var1, var2), CALL # 34 + 21 = 55, var4 = trouver(escargots) # 29, var5 = ajouter(var3 , var4), CALL # 55 + 29 = 84, var6 = find(items after) # 59, var7 = subtract(var5, var6), CALL # 84 - 59 = 25, return(var7) # 25"
2207,"Il commence à faire nuit alors il a décidé de faire un dernier arrêt. Il a pris un taxi pour le Metropolitan Museum of Art. S'il a vu 465 pièces d'art asiatique et 527 pièces d'art égyptien, combien d'œuvres d'art a-t-il vues ?","var1 = trouver (pièces d'art asiatiques) # 465, var2 = trouver (pièces d'art égyptiennes) # 527, var1 = ajouter (var1, var2), APPEL # 465 + 527 = 992, retour (var1) # 992"
1281,"Au déjeuner, un serveur avait 10 clients et 5 d'entre eux n'ont pas laissé de pourboire. S'il a reçu 3 $ chacun de ceux qui ont donné un pourboire, combien d'argent a-t-il gagné ?","var1 = trouver(clients) # 10, var2 = trouver(clients sans pourboire) # 5, var3 = soustraire(var1, var2), APPEL # 10 - 5 = 5, var4 = trouver(dollars par client) # 3, var5 = multiplier(var3, var4), APPEL # 5 * 3 = 15, retour(var5) # 15"
964,"Catherine a 18 capsules de bouteilles et 19 blocs. Si elle partage les bouchons de bouteille entre 6 amis, combien de bouchons de bouteille chaque ami reçoit-il ?","var1 = trouver(bouteilles) # 18, var2 = trouver(amis) # 6, var3 = diviser(var1, var2), CALL # 18 / 6 = 3, var4 = multiplier(var3, var2), CALL # 3 * 6 = 18, var5 = soustraire(var1, var4), APPEL # 18 - 18 = 0, retour(var3) # 3"
1146,"Pour un repas-partage, Debby a apporté 10 bouteilles de soda. Si tout le monde n'a bu que 8 sodas, combien a-t-elle dû ramener à la maison ?","var1 = find(bouteilles de soda) # 10, var2 = find(sodas bu) # 8, var3 = subtract(var1, var2), CALL # 10 - 8 = 2, return(var3) # 2"
8,3 oiseaux étaient assis sur la clôture. 6 cigognes et 2 oiseaux de plus sont venus les rejoindre. Combien de cigognes de plus que d'oiseaux sont assis sur la clôture ?,"var1 = trouver(oiseaux) #3, var2 = trouver(oiseaux joints) #2, var1 = ajouter(var1, var2), CALL # 3 + 2 = 5, var3 = trouver(cigognes) #6, var4 = ajouter(var1 , var3), APPEL # 5 + 6 = 11, var5 = soustraire(var3, var1), APPEL # 6 - 5 = 1, retour(var5) # 1"
316,Chaque pack de DVD coûte 107 dollars. S'il y a une remise de 106 dollars sur chaque packCombien de packs de dvd pouvez-vous acheter avec 93 dollars ?,"var1 = trouver(coût par paquet) # 107, var2 = trouver(remise) # 106, var3 = soustraire(var1, var2), var4 = trouver(dollars disponibles) # 93, var5 = diviser(var4, var3), APPEL # 107 - 106 = 1, 93 / 1 = 93, retour(var5) # 93"
304,"Rachel devait faire 9 pages de devoirs de mathématiques, 2 pages de devoirs de lecture et 96 pages de plus de devoirs de biologie. Combien de pages de devoirs de mathématiques de plus que de devoirs de lecture avait-elle ?","var1 = trouver(devoirs de maths) # 9, var2 = trouver(devoirs de lecture) # 2, var3 = soustraire(var1, var2), APPEL # 9 - 2 = 7, retour(var3) # 7"
427,Faye plaçait 12 crayons de manière égale sur 3 rangées. Combien de crayons a-t-elle placés dans chaque rangée ?,"var1 = find(total crayons) # 12, var2 = find(nombre de lignes) # 3, var3 = diviser(var1, var2), CALL # 12 / 3 = 4, return(var3) # 4"
105,"7 pêches rouges, 15 pêches jaunes et 8 pêches vertes sont dans le panier. Combien y a-t-il de pêches dans le panier ?","var1 = trouver(pêches rouges) #7, var2 = trouver(pêches jaunes) #15, var3 = ajouter(var1, var2), CALL # 7 + 15 = 22, var4 = trouver(pêches vertes) #8, var5 = ajouter (var3, var4), APPEL # 22 + 8 = 30, retour (var5) # 30"
1368,"Lana avait 72 nickels supplémentaires. Si elle les met en piles avec 8 dans chaque pile, combien de piles pourrait-elle faire ?","var1 = find(nickels) # 72, var2 = find(nickels per stack) # 8, var3 = diviser(var1, var2), CALL # 72 / 8 = 9, return(var3) # 9"
121,"Paige a élevé 7 poissons rouges et 12 poissons-chats dans l'étang, mais les chats errants adoraient les manger. Maintenant, il lui en reste 15. Combien de poissons ont disparu ?","var1 = find(total fishs) #7 + 12, var2 = add(7, 12), CALL # 7 + 12 = 19, var3 = subtract(var1, 15), CALL # 19 - 15 = 4, return(var3) # 4"
1423,"Wendy a obtenu 5 points pour chaque sac de canettes qu'elle a recyclé. Si elle avait 11 sacs, mais n'en recyclait pas 2, combien de points aurait-elle gagné ?","var1 = trouver(sacs) # 11, var2 = trouver(sacs non recyclés) # 2, var1 = soustraire(var1, var2), APPEL # 11 - 2 = 9, var2 = trouver(points par sac) # 5, var3 = multiplier(var1, var2), APPEL # 9 * 5 = 45, retour(var3) # 45"
1422,"Lors de l'entraînement du groupe, il y avait 4 rangées d'étudiants avec 8 étudiants dans chaque rangée, puis 9 autres étudiants à l'arrière. Combien y avait-il d'élèves au total ?","var1 = trouver(lignes) # 4, var2 = trouver(élèves par ligne) # 8, var1 = var1 * var2, APPEL # 4 * 8 = 32, var2 = trouver(étudiants supplémentaires) # 9, var1 = ajouter(var1, var2), APPEL # 32 + 9 = 41, retour (var1) # 41"
1207,"Henri avait 54 $. Plus tard, il a vendu certains de ses vieux jouets et a obtenu 2 $ de plus. Combien d'argent a-t-il au total ?","var1 = find(argent de départ) # 54, var2 = find(new money) # 2, var1 = add(var1, var2), CALL # 54 + 2 = 56, return(var1) # 56"
2103,"Si les livres provenaient des 4 continents où Bryan était allé et qu'il avait collecté 122 livres par continent, combien de livres a-t-il des 4 continents combinés ?","var1 = find(books per continent) # 122, var2 = find(nombre de continents) # 4, var1 = multiplier(var1, var2), CALL # 122 * 4 = 488, return(var1) # 488"
115,Julia a joué au chat avec 4 enfants mercredi. Elle avait joué avec 6 enfants le lundi et 17 enfants le mardi. Avec combien d'enfants jouait-elle de plus le lundi que le mercredi ?,"var1 = trouver (enfants le lundi) # 6, var2 = soustraire (var1, 4), APPEL # 6 - 4 = 2, retour (var2) # 2"
789,"Vanessa a acheté douze vieux CD lors d'un vide-grenier. Si sept des CD ont été rayés, combien de bons CD a-t-elle achetés ?","var1 = find(total CDs) # 12, var2 = find(scratched CDs) # 7, var3 = subtract(var1, var2), CALL # 12 - 7 = 5, return(var3) # 5"
1429,"Bianca avait 45 livres à colorier. Si elle en donnait 6, mais en achetait 20 autres, combien en aurait-elle au total ?","var1 = trouver(livres de coloriage de Bianca) # 45, var2 = trouver(livres offerts) # 6, var1 = soustraire(var1, var2), APPEL # 45 - 6 = 39, var2 = trouver(livres achetés) # 20, var1 = ajouter(var1, var2), APPEL # 39 + 20 = 59, retour(var1) # 59"
2367,532 personnes regardent un film dans un cinéma. Le théâtre compte 750 places. Combien de sièges sont vides dans le théâtre ?,"var1 = trouver(sièges au cinéma) # 750, var2 = trouver(personnes regardant un film) # 532, var3 = soustraire(var1, var2), APPEL # 750 - 532 = 218, retour(var3) # 218"
1193,"Dans une ferme, le ratio vaches/chevaux était de 7:2. S'il y avait 21 vaches à la ferme, combien y avait-il de chevaux ?","var1 = trouver(vaches) # 21, var2 = diviser(var1, 7), var3 = multiplier(var2, 2), CALL # (21 / 7) * 2 = 6, return(var3) # 6"
1784,Kate a 223 sous. John a 388 sous. Combien de centimes de plus John a-t-il ?,"var1 = trouver (les centimes de Kate) # 223, var2 = trouver (les centimes de John) # 388, var3 = soustraire (var2, var1), APPEL # 388 - 223 = 165, retour (var3) # 165"
1502,"Un magasin avait 3 paquets de papier pour 3,87 $. Combien cela coûterait-il si vous deviez acheter 6 packs ?","var1 = trouver (prix des 3 packs) # 3,87, var2 = diviser (var1, 3), var3 = multiplier (var2, 6), APPEL # (3,87 / 3) * 6 = 7,74, retour (var3) # 7,74"
1393,"Il y a 396 élèves qui participent à un concours de questions-réponses. Si chaque fourgon scolaire peut contenir 9 élèves, de combien de fourgons auront-ils besoin ?","var1 = find(students) # 396, var2 = find(students per van) # 9, var3 = diviser(var1, var2), CALL # 396 / 9 = 44, return(var3) # 44"
591,"Baker a fait 61 pâtisseries et 167 gâteaux. S'il vendait 108 gâteaux et 44 pâtisseries, combien de gâteaux le boulanger aurait-il encore ?","var1 = trouver(pâtisseries faites) # 61, var2 = trouver(gâteaux faits) # 167, var3 = ajouter(var1, var2), var4 = trouver(pâtisseries vendues) # 44, var5 = trouver(gâteaux vendus) # 108, var6 = soustraire(var1, var4), var7 = soustraire(var2, var5), var8 = ajouter(var6, var7), APPEL # 167 - 108 = 59, retour(var8) # 59"
861,"Une salle de classe avait 35 bâtons de colle. Si le rapport entre les bâtons de colle et les bouteilles de colle était de 5:2, combien de bouteilles de colle la classe avait-elle ?","var1 = trouver(nombre de bâtons de colle) # 35, var2 = diviser(var1, 5), var3 = multiplier(var2, 2), APPEL # 35 / 5 * 2 = 14, retour(var3) # 14"
1406,"Dans un jeu vidéo, chaque ennemi vaincu vous rapporte 3 points. Si un niveau compte 6 ennemis au total et que vous les détruisez tous sauf 2, combien de points gagnerez-vous ?","var1 = trouver(ennemis) # 6, var2 = trouver(ennemis non vaincus) # 2, var1 = soustraire(var1, var2), CALL # 6 - 2 = 4, var2 = trouver(points par ennemi) # 3, var3 = multiplier(var1, var2), CALL # 4 * 3 = 12, return(var3) # 12"
1116,"Paul gagnait quarante-quatre dollars en tondant des pelouses et vingt-huit dollars en mangeant de la mauvaise herbe. S'il ne dépensait que neuf dollars par semaine, combien de temps l'argent lui durerait-il ?","var1 = find(argent de la tonte) # 44, var2 = find(argent de la consommation de mauvaises herbes) # 28, var1 = add(var1, var2), CALL # 44 + 28 = 72, var2 = find(argent dépensé) # 9, var3 = diviser(var1, var2), APPEL # 72 / 9 = 8, retour(var3) # 8"
892,Vanessa a dû remplir 3 pages de devoirs. Chaque page contenait 4 problèmes. Combien de problèmes a-t-elle dû résoudre au total ?,"var1 = trouver(pages de devoirs) # 3, var2 = trouver(problèmes par page) # 4, var3 = multiplier(var1, var2), CALL # 3 * 4 = 12, return(var3) # 12"
552,"Pendant les vacances d'été, 61619 enfants du comté de Lawrence sont restés à la maison et les autres sont allés au camp. Le nombre total d'enfants dans le comté de Lawrence est de 91676. Environ combien d'enfants dans le comté de Lawrence sont allés au camp ?","var1 = trouver (nombre total d'enfants dans le comté de Lawrence) # 91676, var2 = trouver (enfants restés à la maison) # 61619, var3 = soustraire (var1, var2), APPEL # 91676 - 61619 = 30057, retour (var3) # 30057"
87,Chaque pot contient 40 fleurs. Il y a 400 fleurs au total. Combien y a-t-il de pots en tout ?,"var1 = trouver(fleurs au total) #400, var2 = diviser(var1, 40), CALL # 400 / 40 = 10, return(var2) # 10"
2147,"Julian écrit une bande dessinée. Son histoire compte 143 images en tout. S'il veut mettre exactement 11 cadres sur chaque page, combien de pages aura-t-il ?","var1 = find(frames) # 143, var2 = find(frames per page) # 11, var3 = diviser(var1, var2), CALL # 143 / 11 = 13, return(var3) # 13"
2331,"La mini bibliothèque a également une section pour les classiques. Si Jack a une collection de 6 auteurs classiques, chaque auteur ayant 33 livres, combien de livres a-t-il dans la section des classiques ?","var1 = find(livres par auteur) # 33, var2 = find(nombre d'auteurs) # 6, var1 = multiplier(var1, var2), CALL # 33 * 6 = 198, return(var1) # 198"
1673,"Le premier jour de la semaine, Pat avait 39 autocollants. Pat en a gagné 22 de plus pendant la semaine. Combien d'autocollants Pat avait-il à la fin de la semaine ?","var1 = find(Pat avait des autocollants le premier jour) # 39, var2 = find(autocollants gagnés pendant la semaine) # 22, var3 = add(var1, var2), CALL # 39 + 22 = 61, return(var3) # 61"
1064,"Pour Halloween, Frank a reçu quinze livres de bonbons. S'il a donné huit livres à Nancy, quelle est la différence entre les livres de bonbons de Frank avant qu'il ne donne Nancy et il a donné à ?","var1 = find(bonbons d'Halloween de Frank) # 15, var2 = find(bonbon donné à Nancy) # 8, var1 = subtract(var1, var2), CALL # 15 - 8 = 7, return(var1) # 7"
841,"Un magasin de malt a utilisé 4 onces de sirop de chocolat dans ses shakes et 6 onces de sirop sur ses cornets. S'ils vendaient 2 shakes et 1 cône, combien d'onces de chocolat utiliseraient-ils au total ?","var1 = find(shakes vendus) # 2, var2 = find(sirop par shake) # 4, var1 = var1 * var2, CALL # 2 * 4 = 8, var2 = find(cônes vendus) # 1, var3 = find(sirop par cône) # 6, var2 = var2 * var3, CALL # 1 * 6 = 6, var1 = add(var1, var2), CALL # 8 + 6 = 14, return(var1) # 14"
930,"Une station-service a vendu 2 boîtes de bonbons au chocolat, 5 boîtes de sucre candi et 2 boîtes de chewing-gum. Quel est le nombre total de boîtes qu'ils ont vendues ?","var1 = trouver(boîtes de bonbons au chocolat) # 2, var2 = trouver(boîtes de bonbons au sucre) # 5, var3 = trouver(boîtes de gomme) # 2, var4 = ajouter(var1, var2), CALL # 2 + 5 = 7, var5 = ajouter(var4, var3), APPEL # 7 + 2 = 9, retour(var5) # 9"
543,"L'hiver est presque là et la plupart des animaux migrent vers des pays plus chauds. Il y a 41 familles d'oiseaux vivant près de la montagne. Si 35 familles d'oiseaux se sont envolées vers l'Asie et 62 familles d'oiseaux se sont envolées vers l'Afrique, combien de familles d'oiseaux de plus se sont envolées vers l'Afrique que celles qui se sont envolées vers l'Asie ?","var1 = trouver(familles d'oiseaux en asie) # 35, var2 = trouver(familles d'oiseaux en afrique) # 62, var3 = soustraire(var2, var1), APPEL # 62 - 35 = 27, retour(var3) # 27"
